id,risk_score,gender,num_public_record_items,age_most_rec_pub_record,collection_items,bankruptcy_prior,bankrupt_other_hh_member,inq_past_12mos,age_of_most_recent_inq,inq_fin_last_6mos,inq_promo,inq_bank_promo,age_of_oldest_trade,tot_accts_open_last_24m,tot_accts_on_file,tot_open_accts_on_file,tot_bal_open_accts,income,num_past_due_accts,amt_past_due_balances,worst_credit_rating,current_accts_total,current_accts_30day,current_accts_60day,current_accts_90day,current_accts_bad_debt,tot_accts_paid_satis,tot_accts_30days_ever,tot_accts_60days_ever,tot_accts_90days_ever,tot_accts_bad_debt_ever,tot_accts_paid_satis_24m,tot_accts_30d_pd_in_24m,tot_accts_60d_pd_in_24m,tot_accts_90d_pd_in_24m,tot_accts_bad_debt_24m,tot_open_accts_bal_gt_0,avg_mos_accts_open,marital_status,LOAN_DEFAULT,GEO_REGION
24629,825,M,0,0,0,0,0,0,16,0,0,0,47,1,8,7,14009,15410,1,22,2,5,1,0,0,0,5,1,0,0,0,5,1,0,0,0,5,32,S,0,East
24630,562,F,5,20,2,0,0,0,0,0,2,2,49,4,7,4,1756,2838,0,0,6,5,0,0,0,1,3,0,0,2,1,3,1,0,1,1,4,22,D,0,Midwest
24631,985,M,2,21,2,0,0,0,0,0,2,1,383,2,18,11,9204,56302,0,0,1,17,0,0,0,0,17,0,0,0,0,13,0,0,0,0,8,140,M,0,East
24632,915,M,0,0,0,0,0,1,3,0,3,0,75,3,11,6,3118,9109,0,0,1,8,0,0,0,0,8,0,0,0,0,7,0,0,0,0,1,36,M,0,West
24633,753,F,1,17,1,0,0,0,12,1,3,2,74,0,12,4,14139,24457,0,0,1,9,0,0,0,1,3,4,0,2,1,3,4,0,1,1,1,47,W,0,West
24634,933,F,0,0,0,0,0,0,16,0,2,1,106,1,18,6,35499,47876,0,0,1,18,0,0,0,0,15,2,1,0,0,8,0,1,0,0,5,68,M,0,West
24635,528,F,3,1,2,1,0,0,10,1,0,0,64,2,12,8,9780,15509,2,2792,6,4,0,0,0,8,2,0,1,0,9,2,0,1,0,8,7,46,D,0,East
24636,593,M,3,3,2,0,0,3,6,0,0,0,40,0,6,5,7400,12822,1,138,6,3,0,0,1,1,2,0,1,1,1,2,0,1,1,1,5,34,,0,Midwest
24637,682,F,2,7,1,1,0,0,0,0,0,0,67,0,9,1,5170,5170,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,1,1,58,W,0,East
24638,874,F,0,0,0,0,0,3,1,1,3,3,90,2,12,4,43103,49816,0,0,2,9,1,0,0,0,5,4,1,0,0,6,0,0,0,0,4,51,S,0,South
24639,554,F,9,8,8,1,0,10,1,7,0,0,91,1,8,1,250,300,3,975,6,0,1,0,0,6,0,1,0,0,6,0,0,0,0,0,1,59,D,0,Midwest
24640,976,M,0,0,0,0,0,0,18,0,0,0,439,1,9,8,318,23879,0,0,1,9,0,0,0,0,9,0,0,0,0,8,0,0,0,0,1,126,M,0,Midwest
24641,921,F,0,0,0,0,0,1,1,0,5,2,83,5,12,5,21,6266,0,0,1,11,0,0,0,0,7,2,1,1,0,7,1,0,0,0,1,43,M,0,West
24642,913,F,0,0,0,0,0,1,2,2,1,0,128,6,19,8,12188,28374,0,0,1,16,0,0,0,0,14,2,0,0,0,10,1,0,0,0,6,49,M,0,Midwest
24643,828,F,0,0,0,0,0,0,0,0,8,4,122,0,6,1,0,1195,0,0,2,5,1,0,0,0,4,2,0,0,0,1,1,0,0,0,0,88,S,0,West
24644,524,F,8,3,8,0,0,2,4,1,1,0,13,2,2,1,145,164,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11,D,0,West
24645,865,M,0,0,0,0,0,0,0,0,4,0,4,3,3,3,0,2000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,S,0,East
24646,968,M,0,0,0,0,0,2,1,1,2,0,340,7,18,11,39448,,0,0,1,17,0,0,0,0,16,1,0,0,0,13,0,0,0,0,9,113,,0,East
24647,589,F,2,22,2,0,0,0,0,0,0,0,54,0,6,2,3515,3313,1,891,6,3,0,1,1,1,2,0,2,1,1,2,0,1,1,0,2,51,D,0,East
24648,870,F,1,72,0,1,0,0,0,0,2,2,90,1,5,1,87,10000,0,0,6,1,0,0,0,3,1,0,0,0,3,1,0,0,0,1,1,61,S,0,West
24649,954,F,0,0,0,0,0,2,5,0,3,1,127,3,27,7,6647,31544,0,0,1,23,0,0,0,0,23,0,0,0,0,17,0,0,0,0,4,57,M,0,West
24650,526,M,3,35,0,1,0,4,1,7,2,2,47,6,8,3,16366,18857,1,29,6,7,0,0,0,1,4,2,1,0,1,4,2,1,0,0,3,19,D,0,Midwest
24651,401,M,4,5,4,0,0,0,18,0,1,0,71,1,7,3,2517,3035,4,15073,6,2,0,0,0,5,0,0,1,1,5,0,0,0,1,3,3,48,D,0,West
24652,765,M,2,39,2,0,0,0,7,0,2,0,152,0,6,2,805,1000,3,980,6,2,0,0,0,4,0,0,0,2,4,0,0,0,0,3,1,114,W,0,East
24653,864,F,0,0,0,0,0,0,0,0,5,0,71,0,19,9,6619,12049,0,0,1,16,0,0,0,0,12,4,0,0,0,11,3,0,0,0,6,48,S,0,West
24654,600,F,5,5,1,1,0,10,3,10,5,3,149,1,9,3,20844,21033,0,0,6,5,0,0,1,2,3,0,1,2,2,2,0,1,1,1,3,94,D,0,Midwest
24655,850,M,1,2,1,0,0,0,19,0,2,1,98,2,8,3,22990,23276,0,0,1,7,0,0,0,0,3,1,2,1,0,5,0,1,0,0,3,59,S,0,East
24656,465,F,6,1,5,0,0,1,4,0,0,0,94,2,5,2,2220,2220,0,0,6,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,33,D,0,West
24657,879,M,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1431,5000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,,0,Midwest
24658,647,F,0,0,0,0,0,11,0,8,0,0,102,1,8,3,14573,15283,0,0,6,6,0,0,0,2,4,0,0,2,2,2,0,0,2,2,2,72,W,0,South
24659,853,F,0,0,0,0,0,0,0,0,8,4,40,3,6,5,13228,15157,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,23,S,0,Midwest
24660,925,F,0,0,0,0,0,0,20,0,6,0,34,5,12,7,7014,18647,0,0,1,11,0,0,0,0,11,0,0,0,0,11,0,0,0,0,5,22,M,0,Midwest
24661,946,U,0,0,0,0,0,0,8,0,5,1,98,5,20,6,26987,60343,0,0,1,15,0,0,0,0,14,1,0,0,0,9,1,0,0,0,5,48,M,0,South
24662,823,M,0,0,0,0,0,2,2,1,2,2,12,4,4,4,1904,1988,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,7,,0,Midwest
24663,820,M,1,103,0,1,0,0,0,0,2,2,35,3,5,5,6824,13697,1,1018,3,4,0,1,0,0,4,0,1,0,0,4,0,1,0,0,5,20,S,0,West
24664,947,F,0,0,0,0,0,3,0,1,9,7,84,5,17,8,6160,22234,0,0,1,15,0,0,0,0,15,0,0,0,0,14,0,0,0,0,3,37,M,0,Midwest
24665,923,M,0,0,0,0,0,0,0,0,7,1,73,2,12,8,24150,55104,0,0,1,9,0,0,0,0,9,0,0,0,0,8,0,0,0,0,5,34,M,0,East
24666,958,M,0,0,0,0,0,2,2,1,11,8,251,8,39,17,37977,93488,0,0,2,34,1,0,0,0,34,1,0,0,0,24,1,0,0,0,11,48,M,0,South
24667,982,F,0,0,0,0,0,0,0,0,10,1,263,0,18,11,1350,27949,0,0,2,17,1,0,0,0,15,3,0,0,0,13,0,0,0,0,5,114,M,0,West
24668,734,F,0,0,0,0,0,0,7,0,2,2,12,2,2,2,2693,2693,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,10,W,0,South
24669,970,F,0,0,0,0,0,0,0,0,4,2,180,2,12,9,4253,28475,0,0,1,12,0,0,0,0,11,0,1,0,0,10,0,0,0,0,4,97,M,0,West
24670,922,M,0,0,0,0,0,0,0,0,5,1,83,6,11,5,3909,18604,0,0,1,8,0,0,0,0,8,0,0,0,0,7,0,0,0,0,2,34,M,0,West
24671,732,M,0,0,0,0,0,0,11,1,0,0,28,5,8,7,36612,37730,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,7,20,W,0,West
24672,937,F,3,21,3,0,0,1,2,0,5,1,90,2,20,11,26551,35365,0,0,1,17,0,0,0,0,17,0,0,0,0,11,0,0,0,0,4,59,M,0,Midwest
24673,970,M,0,0,0,0,0,1,3,1,14,7,110,6,36,12,8540,38909,0,0,1,32,0,0,0,0,31,1,0,0,0,24,0,0,0,0,4,54,M,0,Midwest
24674,961,F,0,0,0,0,0,0,14,0,2,1,133,6,21,11,8031,18405,0,0,1,20,0,0,0,0,20,0,0,0,0,17,0,0,0,0,5,51,M,0,Midwest
24675,992,M,0,0,0,0,0,0,0,0,2,1,395,2,22,13,21964,66457,0,0,1,20,0,0,0,0,20,0,0,0,0,19,0,0,0,0,4,177,M,0,West
24676,566,F,5,14,1,0,0,1,5,0,1,0,167,1,20,10,19351,22480,11,18866,6,4,1,0,0,14,1,2,0,2,14,2,0,0,0,8,9,84,D,0,Midwest
24677,818,F,0,0,0,0,0,0,0,0,2,1,22,2,2,2,6125,7625,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,S,0,East
24678,496,M,0,0,0,0,0,0,0,0,0,0,74,2,4,4,12462,14014,1,7005,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,42,D,0,South
24679,497,F,0,0,0,0,0,0,7,1,0,0,17,1,1,0,0,0,1,219,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,17,D,0,Midwest
24680,584,F,6,3,6,0,0,0,16,0,1,0,4,1,1,1,567,450,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,D,0,South
24681,854,M,1,29,0,1,0,0,8,2,2,1,143,4,26,7,6318,9248,0,0,6,19,0,0,0,3,18,0,1,0,3,11,0,0,0,3,6,75,S,0,West
24682,935,M,0,0,0,0,0,1,2,1,3,0,113,2,7,5,785,3973,0,0,1,7,0,0,0,0,6,1,0,0,0,5,1,0,0,0,2,73,M,0,South
24683,424,F,4,4,3,0,0,0,8,3,4,0,65,1,7,1,116,116,0,0,6,3,0,0,0,3,1,1,0,0,4,1,1,0,0,3,1,42,D,0,Midwest
24684,645,M,1,36,0,1,0,1,3,0,2,2,95,5,25,8,22775,26411,5,9270,6,9,0,2,1,13,7,1,3,1,13,4,1,3,1,6,7,49,W,0,Midwest
24685,867,M,0,0,0,0,0,2,0,2,7,4,204,1,17,5,6890,21433,2,380,3,13,0,0,0,2,12,1,0,0,2,7,0,0,0,2,5,66,S,0,Midwest
24686,973,F,0,0,0,0,0,0,0,0,1,0,254,1,23,13,25885,60184,0,0,1,23,0,0,0,0,19,3,1,0,0,17,1,0,0,0,8,87,M,0,West
24687,680,F,7,2,6,0,0,0,15,0,1,1,38,2,3,1,157,357,0,0,1,3,0,0,0,0,2,0,0,1,0,2,0,0,1,0,1,23,W,0,South
24688,936,F,0,0,0,0,0,2,0,3,4,0,143,9,37,11,19142,32263,0,0,1,33,0,0,0,0,33,0,0,0,0,22,0,0,0,0,8,58,M,0,Midwest
24689,965,F,0,0,0,0,0,0,13,2,4,2,206,5,28,14,4074,38868,0,0,1,26,0,0,0,0,17,7,2,0,0,13,5,0,0,0,8,75,M,0,East
24690,831,F,0,0,0,0,0,2,1,3,4,2,58,4,10,9,21026,28138,0,0,1,10,0,0,0,0,9,1,0,0,0,9,1,0,0,0,9,32,S,0,Midwest
24691,916,M,0,0,0,0,0,0,21,0,3,3,24,6,6,5,72,2500,0,0,1,6,0,0,0,0,5,0,1,0,0,5,0,1,0,0,2,19,M,0,Midwest
24692,946,F,1,2,1,0,0,0,0,0,6,3,159,0,9,2,0,8800,0,0,1,7,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0,103,M,0,West
24693,876,U,0,0,0,0,0,0,0,0,0,0,8,1,2,1,0,1000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,S,0,West
24694,940,M,0,0,0,0,0,1,3,0,2,0,157,1,13,5,839,18003,0,0,1,12,0,0,0,0,12,0,0,0,0,7,0,0,0,0,2,72,M,0,West
24695,868,M,0,0,0,0,0,0,12,0,4,4,66,0,5,4,1957,9398,1,20,2,4,1,0,0,0,2,3,0,0,0,2,3,0,0,0,2,64,S,0,West
24696,695,F,2,6,2,0,0,0,7,0,7,2,29,2,3,1,5950,6300,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,16,W,0,East
24697,844,M,0,0,0,0,0,4,1,4,9,5,25,5,6,6,25371,32796,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,17,S,0,Midwest
24698,978,F,0,0,0,0,0,0,9,0,6,0,340,9,33,11,14789,62537,0,0,1,29,0,0,0,0,29,0,0,0,0,21,0,0,0,0,5,71,M,0,Midwest
24699,648,F,0,0,0,0,0,0,0,0,0,0,14,2,2,2,2683,2683,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,13,W,0,East
24700,981,F,0,0,0,0,0,0,10,1,9,1,153,4,33,16,50086,90496,0,0,1,31,0,0,0,0,31,0,0,0,0,23,0,0,0,0,10,71,M,0,West
24701,975,M,0,0,0,0,0,0,17,0,8,2,126,2,29,11,22420,68490,0,0,1,26,0,0,0,0,20,5,1,0,0,13,2,0,0,0,7,69,M,0,South
24702,757,F,0,0,0,0,0,1,3,0,0,0,4,3,3,3,686,720,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,4,W,0,West
24703,479,F,3,5,3,0,0,1,1,0,1,0,98,6,13,7,23188,19334,1,1219,6,1,0,0,1,10,1,0,0,1,10,0,0,0,1,10,7,52,D,0,Midwest
24704,903,F,0,0,0,0,0,3,1,4,0,0,80,2,16,10,21255,34920,0,0,1,14,0,0,0,0,11,3,0,0,0,11,1,0,0,0,5,55,S,0,South
24705,460,F,3,11,3,0,0,1,1,1,0,0,130,2,4,2,12230,12230,2,1171,6,0,1,0,0,2,0,0,0,1,2,0,0,1,0,1,2,47,D,0,West
24706,816,F,2,29,0,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,57,S,0,Midwest
24707,676,F,2,2,1,1,0,0,0,0,1,1,149,2,18,4,20899,40275,1,808,6,6,0,0,0,11,3,2,1,0,11,2,1,1,0,10,3,53,W,0,West
24708,976,M,0,0,0,0,0,0,11,0,0,0,427,0,12,5,1657,7656,0,0,1,12,0,0,0,0,12,0,0,0,0,9,0,0,0,0,2,151,M,1,South
24709,958,M,0,0,0,0,0,1,1,0,0,0,260,1,8,4,11303,17733,0,0,1,8,0,0,0,0,8,0,0,0,0,6,0,0,0,0,3,112,M,0,East
24710,513,F,0,0,0,0,0,3,5,0,0,0,13,1,1,1,707,550,1,69,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,13,D,0,West
24711,585,M,3,3,2,1,0,3,0,5,3,3,123,1,15,3,3605,19038,1,603,6,8,2,0,0,5,5,3,0,2,5,2,2,0,0,2,3,54,D,0,Midwest
24712,936,M,0,0,0,0,0,1,1,1,3,1,237,3,15,6,582,16670,0,0,1,14,0,0,0,0,8,2,1,3,0,5,1,0,3,0,4,107,M,0,West
24713,781,F,0,0,0,0,0,2,5,0,1,0,7,3,3,3,1333,1299,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,W,0,Midwest
24714,748,M,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,W,0,West
24715,817,F,0,0,0,0,0,0,14,0,0,0,14,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14,S,0,Midwest
24716,860,F,0,0,0,0,0,1,0,0,0,0,12,2,2,2,556,1050,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,12,S,0,West
24717,766,F,0,0,0,0,0,0,0,0,0,0,13,5,5,5,1526,8609,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,W,0,Midwest
24718,960,M,0,0,0,0,0,0,0,0,4,2,148,5,18,10,39132,80578,0,0,1,18,0,0,0,0,18,0,0,0,0,11,0,0,0,0,6,57,M,0,West
24719,951,M,0,0,0,0,0,0,15,0,10,2,71,4,19,12,13893,39311,0,0,1,15,0,0,0,0,15,0,0,0,0,14,0,0,0,0,7,42,M,0,Midwest
24720,829,M,0,0,0,0,0,14,1,5,4,2,46,9,12,8,28416,30284,0,0,1,11,0,0,0,0,9,0,1,1,0,11,0,0,0,0,8,17,S,0,Midwest
24721,845,M,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36,S,0,East
24722,500,F,1,4,0,0,0,1,1,0,1,0,44,0,4,2,1509,1509,1,276,6,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,2,34,D,0,Midwest
24723,894,F,0,0,0,0,0,1,4,0,11,2,45,9,14,6,2609,9913,0,0,1,13,0,0,0,0,12,1,0,0,0,12,1,0,0,0,3,22,S,0,East
24724,911,F,0,0,0,0,0,0,0,0,0,0,6,2,2,2,0,1250,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,5,S,0,West
24725,977,M,0,0,0,0,0,1,1,2,10,2,191,5,31,19,33957,91823,1,157,2,28,1,0,0,0,26,3,0,0,0,20,1,0,0,0,11,71,M,0,Midwest
24726,931,U,1,28,1,0,0,1,2,0,2,1,38,12,15,6,7945,40100,0,0,1,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,3,16,M,0,West
24727,566,F,4,7,0,0,0,1,1,1,1,0,96,0,7,3,3907,9881,3,2401,6,2,1,0,1,3,1,0,2,1,3,1,0,1,1,3,3,61,D,0,Midwest
24728,645,M,2,5,1,0,0,0,7,2,1,0,60,3,6,4,14582,19511,0,0,6,3,0,0,0,2,2,1,0,0,2,2,1,0,0,2,2,27,W,0,West
24729,692,M,1,29,0,0,0,0,14,0,0,0,43,2,5,3,7479,7745,0,0,1,5,0,0,0,0,3,0,0,2,0,3,0,0,2,0,3,30,W,0,Midwest
24730,955,M,0,0,0,0,0,1,2,1,12,3,276,5,17,9,2800,11140,0,0,1,15,0,0,0,0,14,1,0,0,0,12,0,0,0,0,3,70,M,0,East
24731,871,M,0,0,0,0,0,1,1,0,2,0,134,1,3,1,0,234,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,68,S,0,Midwest
24732,813,M,0,0,0,0,0,0,18,0,6,1,41,5,7,6,7937,11789,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,14,S,0,West
24733,907,M,0,0,0,0,0,0,0,0,3,1,81,2,8,5,5234,19480,0,0,1,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,2,52,S,0,Midwest
24734,730,M,6,7,1,0,0,0,17,0,1,0,71,1,2,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,46,W,0,East
24735,937,F,0,0,0,0,0,0,22,0,7,5,83,2,15,4,12640,29933,0,0,1,14,0,0,0,0,14,0,0,0,0,6,0,0,0,0,2,65,M,0,West
24736,899,F,0,0,0,0,0,0,0,0,0,0,41,0,1,1,2231,3800,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41,S,0,West
24737,933,M,0,0,0,0,0,2,1,3,13,1,96,2,16,8,12257,52894,0,0,1,10,0,0,0,0,10,0,0,0,0,8,0,0,0,0,3,45,M,0,South
24738,855,M,0,0,0,0,0,1,1,0,4,4,113,10,13,11,36586,53769,0,0,1,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,11,28,S,0,West
24739,740,M,0,0,0,0,0,0,0,0,1,0,35,1,3,2,9625,9625,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,29,W,0,South
24740,909,M,0,0,0,0,0,2,4,0,5,2,205,1,11,4,21968,29580,0,0,1,8,0,0,0,0,8,0,0,0,0,6,0,0,0,0,3,86,S,0,West
24741,383,M,14,2,11,0,0,8,1,6,1,0,66,2,11,3,15770,14790,8,6337,6,2,0,0,0,9,1,0,0,1,9,1,0,0,1,5,2,43,D,0,Midwest
24742,868,F,1,42,0,0,0,1,4,1,6,4,125,4,12,7,12910,16477,0,0,1,9,0,0,0,0,9,0,0,0,0,8,0,0,0,0,6,45,S,0,Midwest
24743,931,M,0,0,0,0,0,0,0,0,5,1,35,5,9,5,5131,27000,0,0,1,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,3,17,M,1,West
24744,822,F,0,0,0,0,0,1,1,0,5,4,35,1,2,2,2672,3125,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,30,S,0,East
24745,576,F,5,3,5,0,0,1,4,0,0,0,131,0,4,0,0,0,2,923,6,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,77,D,0,West
24746,804,U,4,1,4,0,0,1,4,5,1,1,77,5,10,4,3445,5190,1,93,2,9,1,0,0,0,8,1,1,0,0,6,1,0,0,0,3,31,S,0,West
24747,728,F,0,0,0,0,0,0,8,0,2,2,49,7,9,8,19542,21249,0,0,6,7,0,0,0,1,6,1,0,0,1,6,1,0,0,1,6,21,W,0,West
24748,925,M,1,52,1,0,0,0,14,0,4,2,80,1,7,4,2693,17245,0,0,1,5,0,0,0,0,4,1,0,0,0,5,0,0,0,0,2,46,M,1,West
24749,820,M,1,23,1,0,0,5,1,3,8,0,166,6,23,12,22154,29588,3,1804,5,13,2,0,2,0,11,2,1,3,0,9,1,1,2,0,7,53,S,0,West
24750,836,F,0,0,0,0,0,0,0,0,1,0,70,1,9,2,26100,31659,0,0,2,4,1,0,0,0,4,2,0,0,0,4,0,0,0,0,2,37,S,0,West
24751,439,M,7,3,4,1,0,1,2,0,2,2,155,2,12,4,15391,19292,1,138,6,3,0,0,2,5,1,2,0,2,5,0,1,0,2,3,4,57,D,0,West
24752,891,F,0,0,0,0,0,0,0,0,7,0,109,2,9,3,10221,11650,0,0,1,9,0,0,0,0,6,0,2,1,0,5,0,1,0,0,2,64,S,0,East
24753,866,F,0,0,0,0,0,3,1,4,10,5,58,14,17,12,39241,45163,0,0,1,11,0,0,0,0,11,0,0,0,0,9,0,0,0,0,8,18,S,0,South
24754,980,M,0,0,0,0,0,4,2,1,11,6,383,7,26,18,14428,59216,0,0,1,24,0,0,0,0,23,1,0,0,0,20,0,0,0,0,9,120,M,0,East
24755,973,M,0,0,0,0,0,0,0,0,7,2,535,1,17,9,16293,38067,0,0,1,15,0,0,0,0,15,0,0,0,0,9,0,0,0,0,6,221,M,0,West
24756,530,M,13,5,13,0,0,0,10,2,0,0,56,2,6,3,1921,13700,0,0,6,4,0,0,0,1,2,0,1,1,1,2,0,1,0,1,3,30,D,0,West
24757,796,F,0,0,0,0,0,0,0,0,0,0,15,1,1,1,85,151,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,S,0,West
24758,943,F,0,0,0,0,0,0,17,0,5,3,185,2,10,6,2584,7917,0,0,1,10,0,0,0,0,9,1,0,0,0,8,0,0,0,0,3,69,M,0,West
24759,952,M,0,0,0,0,0,0,14,0,8,0,97,5,31,6,24535,37526,0,0,1,23,0,0,0,0,23,0,0,0,0,20,0,0,0,0,5,57,M,0,Midwest
24760,908,M,1,28,1,0,0,1,4,2,2,1,202,3,12,9,2980,32601,0,0,4,11,0,0,1,0,9,2,0,1,0,8,1,0,1,0,3,68,S,0,West
24761,948,F,0,0,0,0,0,2,3,1,5,3,205,1,9,4,306,14821,0,0,1,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,1,85,M,0,South
24762,640,M,1,3,1,0,0,1,1,0,1,0,91,0,17,7,18439,27316,2,616,5,14,0,0,2,0,11,1,0,4,0,7,1,0,4,0,7,61,,0,East
24763,891,F,0,0,0,0,0,0,0,0,3,1,48,4,7,5,12004,25000,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,24,S,0,East
24764,957,M,0,0,0,0,0,4,1,0,10,0,284,1,18,12,46260,81643,1,1113,2,17,1,0,0,0,12,6,0,0,0,13,2,0,0,0,7,99,M,0,West
24765,968,M,0,0,0,0,0,0,0,0,4,2,313,2,19,8,6559,60451,0,0,1,17,0,0,0,0,17,0,0,0,0,12,0,0,0,0,6,103,M,1,West
24766,975,M,0,0,0,0,0,0,20,0,2,2,302,0,13,6,5704,35343,0,0,1,11,0,0,0,0,11,0,0,0,0,7,0,0,0,0,5,175,M,0,West
24767,981,F,0,0,0,0,0,0,11,1,4,3,112,2,25,16,32698,101784,0,0,1,24,0,0,0,0,24,0,0,0,0,19,0,0,0,0,6,70,M,1,West
24768,763,M,0,0,0,0,0,1,4,0,7,1,18,4,4,3,2212,3137,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,W,0,East
24769,614,F,3,2,3,0,0,6,1,4,2,2,48,4,6,5,11535,14782,0,0,6,4,0,0,0,1,4,0,0,0,1,4,0,0,0,1,3,26,W,0,Midwest
24770,798,M,0,0,0,0,0,0,7,0,0,0,12,4,4,2,7084,7585,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,7,S,0,South
24771,952,F,0,0,0,0,0,1,2,0,6,1,64,2,12,10,7470,30332,0,0,1,11,0,0,0,0,11,0,0,0,0,10,0,0,0,0,3,43,,0,Midwest
24772,611,F,0,0,0,0,0,0,16,1,0,0,28,4,5,3,11536,15767,2,89,6,3,0,1,0,1,2,0,2,0,1,2,0,2,0,1,3,21,W,0,South
24773,874,M,0,0,0,0,0,2,1,1,5,3,88,4,19,10,32927,37137,0,0,1,16,0,0,0,0,15,1,0,0,0,11,1,0,0,0,8,43,S,0,West
24774,615,F,2,51,2,0,0,0,0,0,0,0,63,0,2,0,0,0,2,4309,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,63,,0,East
24775,854,M,0,0,0,0,0,1,3,0,2,0,74,5,10,4,5061,8113,0,0,1,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,2,30,S,0,West
24776,957,M,0,0,0,0,0,2,2,1,5,0,136,0,14,3,1994,21000,0,0,1,13,0,0,0,0,6,4,3,1,0,7,0,0,0,0,2,97,M,0,West
24777,965,F,0,0,0,0,0,1,1,0,1,0,260,0,14,8,4549,19280,2,70,3,12,0,2,0,0,10,2,2,0,0,8,1,2,0,0,6,146,M,0,East
24778,944,M,1,26,1,0,0,0,17,0,4,0,106,5,17,8,14155,35202,0,0,1,14,0,0,0,0,14,0,0,0,0,12,0,0,0,0,5,42,M,0,West
24779,952,M,0,0,0,0,0,1,1,0,1,0,162,0,13,6,9552,37368,0,0,1,13,0,0,0,0,13,0,0,0,0,6,0,0,0,0,3,90,M,0,Midwest
24780,899,M,0,0,0,0,0,2,2,3,3,1,132,4,27,15,30040,55218,1,702,3,26,0,1,0,0,23,2,2,0,0,15,2,2,0,0,11,64,S,1,West
24781,979,F,0,0,0,0,0,0,13,0,3,2,91,8,33,12,16138,40713,0,0,1,29,0,0,0,0,29,0,0,0,0,26,0,0,0,0,3,45,M,0,East
24782,567,M,0,0,0,0,0,4,1,2,2,2,78,0,6,3,13081,20236,1,139,6,2,0,0,0,4,1,1,0,0,4,1,1,0,0,3,2,55,D,1,West
